computation.avg_ram_used_mb,computation.elapsed_seconds,computation.gpu_memory_percent,computation.gpu_memory_total_mb,computation.gpu_memory_used_mb,computation.gpu_utilization,computation.power_usage_watts,computation.ram_percent,computation.ram_total_mb,computation.ram_used_mb,computation.total_time,computation.total_time_minutes,pruning.filters.original,pruning.flops.original,pruning.model_size_mb.original,pruning.parameters.original,training.box_loss,training.cls_loss,training.mAP,training.mAP50_95,training.objectness_loss,training.precision,training.recall,training.seg_loss
14477.56640625,135.70314407348633,7.402601367855398,6141.0,536.59375,0.5,15.487000000000002,90.0,16087.49609375,14659.80078125,135.70314407348633,2.261719067891439,5729,8.7439872,12.04376220703125,3157200,,,,,,,,
