                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2342,                 1.9283,                 1.0881,                0.45251,                0.34938,                0.32947,                0.21885,                 1.1628,                 1.5046,                 1.1363,             0.00041387,             0.00041387,             0.00041387
